Comment,Positive,Neutral,Negative,Sentiment,post_username
@nry_dewi,0.0003484705812297,0.9993361830711364,0.0003153636644128,neutral,solodelicious
@kikiamels @weeywaweey harus cobain ini,0.7472532391548157,0.2143340557813644,0.0384126976132392,positive,solodelicious
Nginep solo trs mampir sini ya yang @91_aha,0.0013792354147881,0.9978070855140686,0.0008136903634294,neutral,solodelicious
@rosianadiva @skolastikaellen @yogiputraaa_06 ngerti ora guys?,0.0003706092538777,0.9983402490615844,0.0012890737270936,neutral,solodelicious
Info kuliner d deket rs moewardi dong,0.1106629967689514,0.8884738087654114,0.000863152265083,neutral,solodelicious
Deket rmhmu ini @ngbintang @cokbone,0.0003343585412949,0.99948251247406,0.000183117997949,neutral,solodelicious
Ki ngendi @shinta_yudith,0.007794096134603,0.0100450329482555,0.9821609258651732,negative,solodelicious
Enakk kayak nya,0.0003268365107942,6.971265247557312e-05,0.9996034502983092,negative,solodelicious
Rasanya worthit sm blusukannya kah?,0.0007560516824014,0.0001276324037462,0.9991163611412048,negative,solodelicious
Jos nan ki👍👍,0.999617338180542,0.0001021984353428,0.0002803752431645,positive,solodelicious
Rene yoh sep @septya.chiwa,0.0004737525014206,0.9969768524169922,0.0025494664441794,neutral,solodelicious
"@alfiaisn lho mung baki yull,kudune gass😂",0.033678188920021,0.7182210683822632,0.2481008023023605,neutral,solodelicious
Adoh karo gonmu ora mbo @him_mawan ?,0.0012976501602679,0.9913731217384338,0.0073292031884193,neutral,solodelicious
@andry_tjah_bagoes,0.0029811530839651,0.9959568381309508,0.0010620144894346,neutral,solodelicious
@shiva_latifa wingi gak ngajak rene?,0.0003692400932777,0.0115065956488251,0.9881241917610168,negative,solodelicious
Rice bowl e mangkok e lunyuuu🤣🤦,0.6630018949508667,0.3316368162631988,0.0053613036870956,positive,solodelicious
@vitasibuan,0.000539441651199,0.9992766976356506,0.0001839458855101,neutral,solodelicious
Saladnya mantep...tp bawa dressing/kewpie sendiri aja,0.1328387856483459,0.6962682604789734,0.1708928942680359,neutral,solodelicious
@sofya_admajha,0.1346148997545242,0.8526327013969421,0.0127523550763726,neutral,solodelicious
Share untuk kisaran harga menu min @solodelicious,0.0003757557133212,0.9995253086090088,9.891416993923484e-05,neutral,solodelicious
"Liat slide 4 aku lgsg deg ingat rmh alm mm ku🥺 sm persis teras ny gini, tiang/pilar ny jg model gini",0.0044559510424733,0.0210382137447595,0.97450590133667,negative,solodelicious
"@ahmad_kailani next, kita coba ayam lengkuasnya Kai 😂",0.2428005188703537,0.6943632960319519,0.0628361701965332,neutral,solodelicious
@septina2987,0.4020142257213592,0.3268807828426361,0.2711049914360046,positive,solodelicious
1mnt dr rmh wkk,0.0013395514106377,0.9948509335517884,0.003809540066868,neutral,solodelicious
@adhit_roses,0.0238351933658123,0.1633195579051971,0.8128452301025391,negative,solodelicious
Saladnya enak,0.6184608936309814,0.0024090136867016,0.3791300654411316,positive,solodelicious
@andininovianita cedak omah ga sih,0.0034606230910867,0.0434214770793914,0.9531179070472716,negative,solodelicious
@queenbella9522,0.2607049345970154,0.6868684887886047,0.052426628768444,neutral,solodelicious
apa harus malam itu min,0.0022610835731029,0.0459379367530345,0.951801061630249,negative,solodelicious
spil harga,0.1272102296352386,0.7257733345031738,0.1470164507627487,neutral,solodelicious
Lancar2 yo pak @widyoagung ... Ayoo kapan pak @abudonly,0.0047990614548325,0.9317101836204528,0.0634907409548759,neutral,solodelicious
@aghmaheswari,0.0005032988847233,0.9993699193000792,0.0001267704064957,neutral,solodelicious
Ayam gorengnya 😋,0.9994423985481262,0.0001045300014084,0.0004530567093752,positive,solodelicious
@rasikachan catet sek ben ga bingung golek maem,0.2269498109817505,0.2218046486377716,0.5512455701828003,negative,solodelicious
Sama2 kak,0.9985679388046264,0.0001838043826865,0.0012482198653742,positive,adi_sukajajan
Terima kasih atas kedatangan dan videonya mas 🙏🙏,0.6468926072120667,0.3508808612823486,0.0022265252191573,positive,adi_sukajajan
Alamat jelasnya mana nggih min?,0.000234017134062,0.0003639078640844,0.9994020462036132,negative,solodelicious
Sering kesana tapi yg terakhir kok porsinya di kurangi jadi dikit banget menurutku dengan harga 30 RB jadi mahal,0.0188784189522266,0.001679717679508,0.9794418811798096,negative,solodelicious
@yogabudhiarta yuk kesini,0.0055430172942578,0.9937339425086976,0.0007231253548525,neutral,solodelicious
Cedak omahmu ki @tesalonika_marta,0.0012245510006323,0.0006395383970811,0.9981359243392944,negative,solodelicious
🥬🥕🥗🌮,0.9989301562309264,0.0002624516491778,0.0008074167417362,positive,solodelicious
"Sering beli, porsi saladnya jumbo 😂",0.9992104768753052,0.0003946667420677,0.0003948521625716,positive,solodelicious
Emang enak saladnya 😍,0.9996398687362672,5.787843838334084e-05,0.0003021910961251,positive,solodelicious
@eleanaputriiii,0.5077996850013733,0.0740770101547241,0.418123334646225,positive,solodelicious
Saus mayonya di salad menurutku kurang banyak sih,0.989273965358734,0.006436045281589,0.0042899437248706,positive,jelajahsolo
@nafisasyhd,0.1686115562915802,0.0221250019967556,0.8092634677886963,negative,jelajahsolo
"Bukanya sore ya,, kog ga dari siang",0.0004373182309791,0.0530619882047176,0.9465007185935974,negative,jelajahsolo
Kayakx asyik juga tempat n menux 👍,0.9997932314872742,9.196166502078996e-05,0.0001147718940046,positive,jelajahsolo
Resto na wali murid 😍enak banyak murah,0.999785840511322,6.945002678548917e-05,0.0001447099930373,positive,jelajahsolo
@ilhamsatriia_ jre meh ngejak ren,0.0001659817644394,0.9990617632865906,0.0007722414447925,neutral,jelajahsolo
top,0.996084451675415,0.000641073915176,0.003274432150647,positive,jelajahsolo
@annierofiah @whsetyarini @idafatmawati99,0.0002843776892405,0.9995762705802916,0.0001392776612192,neutral,jelajahsolo
Mantap,0.9997598528862,8.230688399635255e-05,0.0001578330266056,positive,jelajahsolo
@masbangunpurnomo,0.2295087128877639,0.7658805251121521,0.00461086910218,neutral,jelajahsolo
😍😍😍,0.9995299577713012,9.463096648687495e-05,0.0003754295466933,positive,jelajahsolo
Aq dah pernah k sini..minum & mkanannya enak aq suka...recomanded👍,0.9996721744537354,0.0001645074371481,0.0001633326464798,positive,jelajahsolo
@eniienull,0.9430213570594788,0.0261320974677801,0.0308464784175157,positive,jelajahsolo
@cyintiapurnama @wanitasexysekali,0.0107948286458849,0.9887468218803406,0.0004583426052704,neutral,jelajahsolo
Porsi salad sayurnya bisa buat rame2.. Rasanya enak banget... Recomended utk pejuang diet 😁,0.999818742275238,5.802719897474162e-05,0.0001232557115145,positive,jelajahsolo
👍 aku n anakku udh coba kesana,0.9246610403060912,0.0719474256038665,0.0033915555104613,positive,jelajahsolo
Wah enak banget iki😍,0.999775230884552,6.262969691306353e-05,0.0001621851406525,positive,jelajahsolo
@ptryokta @castielkrisdiyanto ssuk gas rno,0.0001868394465418,0.9997000694274902,0.0001130949676735,neutral,jelajahsolo
Subhanallah... terimakasih atas nasehatnya,0.9989504814147948,0.000490203499794,0.0005593649111688,positive,tabligh.pdmsukoharjo
Bukanya sore ya? Siang apa gak buka brati,0.0010947680566459,0.7160876989364624,0.2828174829483032,neutral,solodelicious
Padahal mayan jauh dari solobaru wkwk. Tapi menu menunya rekomended banget. Dan yang paling penting deket dari rumah jadi enak sat set sat set wkwk,0.9997023940086364,0.0001111370002035,0.0001863282959675,positive,solodelicious
Kenapa aku yg rumah disini ga prnh tau 😂🤣 @dewirahmawulan__,0.0003625567478593,0.000208091631066,0.9994292855262756,negative,solodelicious
@aditrandyh loh deket dong,0.9449958205223083,0.0495369173586368,0.0054672653786838,positive,solodelicious
@andrimstf ayo kesiniiiiiii,0.0164362248033285,0.9313318133354188,0.0522320047020912,neutral,solodelicious
@hab_amr,0.0005009268643334,0.0002932035131379,0.9992058873176576,negative,solodelicious
"Maaf saya pernah kesana 🙌 pesanan ngaterin salah tp dah kadung kemaksn sm suami trus berikutnya salah lg krna kan itu buman pesanan kitaakhirnya saya tolak, gak lama di datengin bawa kertas menu dan bilang ""ini pesanannya sesuai yg ditulis lho kak"" dan saya bilang ""itupesanan bukan dr meja ini kak""",0.0005237453151494,0.0005596457631327,0.9989166259765624,negative,solodelicious
@natalia_soehodo,0.0182807520031929,0.0039239530451595,0.9777953624725342,negative,solodelicious
@arofafah,0.0853865891695022,0.9118364453315736,0.0027769445441663,neutral,solodelicious
Ada juga sop sapi extra cacing pita wak,0.0212071780115365,0.9741103649139404,0.0046824114397168,neutral,solodelicious
@om.pens catet pak,0.0003885355836246,0.0004300994041841,0.99918133020401,negative,solodelicious
@dije_arif,0.0002875645877793,0.9995576739311218,0.0001548072614241,neutral,solodelicious
Gaskeun @galihgunturgemilang @diandnc @madmamaz dek syef dah kesini beloooom? @syefiraayudia @genttruestories,0.7198837399482727,0.2202827930450439,0.0598334707319736,positive,solodelicious
Naruto style,0.6545218825340271,0.2199165821075439,0.1255615353584289,positive,solodelicious
Deket gak ini @septianikaa?,0.0080687133595347,0.0140354968607425,0.9778957962989808,negative,solodelicious
@dlusiaa_,0.0261508133262395,0.9707569479942322,0.0030922091100364,neutral,solodelicious
"Ohh iyaa,2 hari yg lalu ke sana,saladnya enak,bebek goreng nya jg enak,",0.9995885491371156,0.0001517217460786,0.0002597382699605,positive,solodelicious
@atcocta,0.2387363314628601,0.0156092690303921,0.7456544041633606,negative,solodelicious
@sn4pcc @111967.jpg @njelyiy,0.0001850695116445,0.999575674533844,0.0002392338647041,neutral,solodelicious
@splitofmars @ddumptrashx @bubbsaa,0.0405277423560619,0.9575401544570924,0.0019320119172334,neutral,solodelicious
Yok mba @fe_soetanto 😂,0.9815619587898254,0.0141721153631806,0.0042659980244934,positive,solodelicious
@sillvymarlina &@gals.99 ...yuuk kapaaann..😁🥰,0.993073582649231,0.0030707058031111,0.0038556717336177,positive,solodelicious
@cayoo_adi,0.0076444502919912,0.9492053389549256,0.0431501604616642,neutral,solodelicious
Dl wktu masih di solo ak sring ksni.. emg candu bgt masakan ny. Hmmm jd kangen solo.. udh lama bgt gk ksna.,0.9991212487220764,0.0001949488942045,0.0006838146946392,positive,solodelicious
@gabrielmarvingoenadi coba ki,0.000549228338059,0.9992247819900512,0.0002259514585603,neutral,solodelicious
@yunanandriva,0.0002458337112329,0.9995773434638976,0.0001768382207956,neutral,solodelicious
@fikk_fikaaa @anayuliysusilowati plissss ajak aku kesini wkwkwk,0.9919891953468324,0.004179922863841,0.0038308468647301,positive,solodelicious
"Cuma 1.5km dari rumah, kemarin kesana gara-gara postingan ini, Enak mantap !! ❤️",0.9986417889595032,0.0003142558562103,0.0010439796606078,positive,solodelicious
@xyfrkaa_ 😍😍😍😍😍 besok ke sini,0.9996527433395386,8.439066732535139e-05,0.0002629382361192,positive,solodelicious
@andrewtralala,0.0089157819747924,0.9902787804603576,0.0008055113721638,neutral,solodelicious
cantumin min daftar harganya,0.0002219250309281,0.9996204376220704,0.0001576715731061,neutral,solodelicious
@antonsumbogo gassss sabtu wkwk,0.173639565706253,0.4739985466003418,0.3523618578910827,neutral,solodelicious
@azisahyat adoh ra mbak?,0.0010449300752952,0.9612188935279846,0.037736177444458,neutral,solodelicious
Ekhem @fauzan_nurh,0.0002964414015877,0.9993422627449036,0.0003612664877437,neutral,solodelicious
Mau coba @margasepty ?,0.0007411849801428,0.9864670634269714,0.0127917639911174,neutral,solodelicious
@rtn_naa gas yaa,0.0083967074751853,0.9901408553123474,0.0014624437317252,neutral,solodelicious
@fetty.fatmalikh gasssin,0.005751309916377,0.0505178347229957,0.9437308311462402,negative,solodelicious
@krishnaros_,0.0052304887212812,0.002872297540307,0.9918972253799438,negative,solodelicious
@gilarhargi,0.3976489305496216,0.0089002093300223,0.5934509038925171,negative,solodelicious
"Yg pasti buat males Solo Baru banyak SPA & Massage, hiburan malamnya, jd gak nyaman tinggal di soba.. ndak ad yg mau ngakat tempat” ini biar lebih di evaluasi & jaga",0.0310094095766544,0.0009167854441329,0.9680737853050232,negative,solodelicious
@chefalaundry,0.0012768652522936,0.9983925223350524,0.00033060243004,neutral,solodelicious
@rosalia_monika kapan kesini lagi?,0.0005399467772804,0.0022644340060651,0.997195601463318,negative,solodelicious
@bryansandy4656 mau,0.0004000663466285,0.9993731379508972,0.0002268891694257,neutral,solodelicious
@nia_fita09 menu diet gesss 😂😂,0.0010653410572558,0.0038850575219839,0.99504953622818,negative,solodelicious
Anu..partner kulinerku saiki sibuk .dadi sementara engga sik😢,0.0005417230422608,0.9693705439567566,0.0300877466797828,neutral,solodelicious
Recomended bgd....ownernya ramah parah....sajiannya sehat nikmat...harga pas ....harus bgt balik lagi...saladnya ngangeni wedang bunga talang nya top,0.999772012233734,8.071983029367402e-05,0.0001473053562222,positive,solodelicious
"bener , apalagi harganya bener"" sesuai .. apalagi cepet banget pelayanan nya",0.9992844462394714,0.0001363530027447,0.0005791735020466,positive,solodelicious
@vitasaridamay,0.0012454632669687,0.998590052127838,0.0001645140873733,neutral,solodelicious
@chrisna_cadaz kuy,0.1490080952644348,0.8124278783798218,0.0385639853775501,neutral,solodelicious
@mas_dhanidwihutomo,0.0003279351221863,0.999505877494812,0.0001661821297602,neutral,solodelicious
@novagaluh23 saladdd,0.0012360387481749,0.5853405594825745,0.4134233891963959,neutral,solodelicious
@fitri_eka_mardiana,0.0002483411226421,0.9994256496429444,0.0003260987868998,neutral,solodelicious
"@diaharumningsih ,, lama gak kesini ya 😂",0.0019746390171349,0.027042107656598,0.9709832668304444,negative,solodelicious
@henmaaa_ cobain yukkk,0.9812255501747132,0.0136369792744517,0.0051375115290284,positive,solodelicious
@selviannovita,0.0162265617400407,0.9822540879249572,0.0015194532461464,neutral,solodelicious
Knp ga dari dulu ya @rjehann,0.0010704521555453,0.0012158737517893,0.9977136850357056,negative,solodelicious
Terno rene ak sep @septya.chiwa,0.0028600273653864,0.9943022727966307,0.0028376902919262,neutral,solodelicious
❤️,0.9990829229354858,0.0002173287648474,0.0006996740121394,positive,solodelicious
"Di Mbaki yaa , udah pernah kesana dong 😍",0.9915754199028016,0.0022912661079317,0.0061333193443715,positive,solodelicious
@yelisabetdn ws rene liss?,0.0002695298171602,0.9994761347770692,0.0002543583977967,neutral,solodelicious
@hari.iedul.fitriyanto,0.0005340542411431,0.2321885228157043,0.7672774195671082,negative,solodelicious
Duhhh jadi ngilerrrr 🫠,0.5272977948188782,0.0016073278384283,0.4710948467254638,positive,solodelicious
Iya betul mbaki aku udh kesana 😊,0.9976738095283508,0.0005361270159482,0.0017900734674185,positive,solodelicious
@nhafifah773 cedak omah,0.0002686029765754,0.9990615248680116,0.0006699348450638,neutral,solodelicious
"rekomen poll, mas nya jg ganteng2😁😁😁😁",0.9991756081581116,0.0004518291680142,0.0003725563001353,positive,solodelicious
Itu mbaki bkn soba 😭,0.0036945522297173,0.0079417210072278,0.9883637428283693,negative,solodelicious
@dwi.rahmanto yuk,0.0002236938453279,0.9994996786117554,0.0002766109537333,neutral,hobikulinersolo
Pernah ke sukoharjo tow,0.0079005751758813,0.9914888143539428,0.0006105385255068,neutral,mhr.rania
Fav 😂😍 @lovelyalvi26 mau nyoba?,0.0097400331869721,0.9840233325958252,0.006236569955945,neutral,mhr.rania
Tiwas adoh2...@aliefrizkyshu lha kok......😢,0.0003708291333168,9.57978336373344e-05,0.9995334148406982,negative,mhr.rania
brpa kav,0.9975304007530212,0.0007906345417723,0.0016789172077551,positive,mhr.rania
Adooh meen tak pikir mung kono kui,0.0874475985765457,0.0031059610191732,0.9094464778900146,negative,mhr.rania
Mampir dwonggg 😢,0.000312386022415,0.0005463231937028,0.9991412162780762,negative,mhr.rania
Ayo mrono,0.5752353668212891,0.0273227058351039,0.3974419236183166,positive,mhr.rania
Yah @bsetiaji181 cedak omah,0.000156531430548,0.0001332951069343,0.9997101426124572,negative,jajanankakilimasolo
@farhatabdat__ gas?,0.001280895085074,0.007669486105442,0.9910496473312378,negative,jajanankakilimasolo
@_hanastyy gass,0.0005525019369088,0.9986155033111572,0.0008319708285853,neutral,solodelicious
@reza_qamarullah enak keknya pah,0.9991508722305298,0.0005208349321037,0.000328245019773,positive,solodelicious
suka kak,0.9996733665466307,0.0001114724800572,0.0002152336819563,positive,solodelicious
"menu nya sama kayak yg di tasikmadu,makan sayur gak perlu jauh2 lagi 😍 tp mslhe ngajak sopo 😢",0.9992735981941224,0.000318096455885,0.0004083319799974,positive,solodelicious
@kharismatyaswe kowe ra nyobo jajan kene ?? Hlooo cedak omah nduk w3s mbok testing rung ki,0.0080135902389884,0.0035528673324733,0.9884335398674012,negative,solodelicious
@trsnaida mending rene wkwk,0.9940943121910096,0.001681592897512,0.0042240782640874,positive,solodelicious
@aswuri_taj jum kuyyy,0.0133808869868516,0.9541180729866028,0.032500997185707,neutral,solodelicious
@fatik.rmdhn yuks,0.0018410183256492,0.995798647403717,0.0023602312430739,neutral,solodelicious
@jennairasafiya @_melatirisheni_12,0.0004542910319287,0.9993908405303956,0.0001548883301438,neutral,solodelicious
@daprynm mana nih?,0.0014463323168456,0.2439050674438476,0.7546485662460327,negative,solodelicious
❤️❤️ td siang baru dr sana. Enak smua.... @widyoagung sukses trs gul (owner),0.999502658843994,0.000222493064939,0.0002748316328506,positive,solodelicious
@anisa_frm penisirin,0.0001915423781611,0.9996057152748108,0.0002027981827268,neutral,solodelicious
@jieratallah,0.2237132936716079,0.0063440026715397,0.7699427008628845,negative,solodelicious
Bunddd 🥺 @kartikachand_,0.0001648952456889,0.998695433139801,0.0011397569905966,neutral,solodelicious
@dillaays,0.9984285235404968,0.0004516853659879,0.0011197046842426,positive,solodelicious
@joezifar,0.9793267250061036,0.0124596441164612,0.0082136737182736,positive,solodelicious
@minarsih_ndutmua pengen,0.1613623946905136,0.450853019952774,0.3877846300601959,neutral,solodelicious
Kesini yuk ay @_iguntara5,0.000207062708796,0.9995763897895812,0.0002165179903386,neutral,solodelicious
Enak Ki @syamsihartati,0.0005517242243513,0.0001135500278905,0.999334752559662,negative,solodelicious
@ellentha_putri ketoke enak sis 😍,0.9993718266487122,0.0003546169900801,0.0002735612215474,positive,solodelicious
@mmuthiahfc,0.0037664328701794,0.98858904838562,0.007644488941878,neutral,solodelicious
Cdahe mbh kudu mas @irul2491,0.000323488144204,0.0009285763371735,0.998747944831848,negative,solodelicious
Bisa yok @priswariwina,0.0001845257502282,0.9996753931045532,0.0001401678891852,neutral,solodelicious
@iinpernada keknya menarik😂,0.9518645405769348,0.0333484373986721,0.0147869866341352,positive,solodelicious
@intanseptianana,0.0052724499255418,0.9942530989646912,0.0004744501202367,neutral,solodelicious
@mu_thik @mrtha.ndr,0.0011756228050217,0.9959557056427002,0.0028686816804111,neutral,solodelicious
@erlindaristi,0.0134111624211072,0.9745493531227112,0.0120394947007298,neutral,solodelicious
@tika_rohmawati sido rene ora? Wkw,0.0002987590560223,0.0022849598899483,0.9974162578582764,negative,solodelicious
@naseruuul @indahkusumawardanii @diayu.sr,0.987785816192627,0.0082330405712127,0.0039811464957892,positive,solodelicious
😍,0.9993459582328796,0.0001032847867463,0.000550735858269,positive,solodelicious
Mau cem ni gak @kos.griyakalibogor 😂,0.0005696588777936,0.6201749444007874,0.3792554140090942,neutral,solodelicious
Harus kesini nih😍,0.9993913173675536,0.0001293794339289,0.0004792550753336,positive,solodelicious
@magdalenanetty,0.0043859407305717,0.994883954524994,0.0007301365840248,neutral,solodelicious
@zsazsa_bonavita @fitrijulyo @widyaabb 🔥,0.0002339489001315,0.9996347427368164,0.0001313114335061,neutral,solodelicious
yank @achekneggro,0.0002737222821451,0.9994778037071228,0.0002485497971065,neutral,solodelicious
❤️,0.9990829229354858,0.0002173287648474,0.0006996740121394,positive,solodelicious
Mantap👍,0.9997701048851012,6.406690954463556e-05,0.0001657562243053,positive,solodelicious
@vera_ernawaty & @olinorlinda ayo gassss,0.0005355412140488,0.9988206028938292,0.0006438536802306,neutral,solodelicious
Catet pi @evviarum,0.0001764599292073,0.9988983869552612,0.000925121072214,neutral,solodelicious
The best banget....rasanya enak harga murah😍😍😍,0.9998005032539368,6.10162278462667e-05,0.0001385507639497,positive,solodelicious
@rahajengdevitaa,0.6639701724052429,0.3299482762813568,0.0060814907774329,positive,solodelicious
@hey_ndah,0.0106099788099527,0.9872574210166932,0.0021325785201042,neutral,solodelicious
@lastorina_orin,0.0024691154249012,0.0053796065039932,0.9921512603759766,negative,solodelicious
@eric.indrap,0.0005307926912792,0.0004294402897357,0.9990397095680236,negative,solodelicious
@mrs.happyhap pgn tp adoh,0.9951871037483216,0.0022798422724008,0.002533073304221,positive,solodelicious
"Pernah, dan menyenangkan 🤩👍",0.9995805621147156,0.0001384826464345,0.0002810290607158,positive,solodelicious
@fathoni.hafidz,0.0003455642436165,0.9988892674446106,0.0007652007043361,neutral,solodelicious
@adella.novitas kuyyy,0.0026295373681932,0.0445149689912796,0.9528554677963256,negative,solodelicious
Keluyuran malam ini bestieeee @turianggraini @rien_justrien @a.k.u.novita @rienadewii,0.0103314304724335,0.9766231775283812,0.0130454320460557,neutral,solodelicious
@rennytesna @dyarwahyu ayo kapan?😍,0.6275147199630737,0.1021141558885574,0.27037113904953,positive,solodelicious
gas le @yanutimur @shofiesholikhah cedek omah e @septian.erwin,0.0003898569848388,0.288925290107727,0.7106848955154419,negative,solodelicious
@agriztadheka,0.9965733289718628,0.0016113969031721,0.001815291121602,positive,solodelicious
mimin sukaaa,0.9996108412742616,7.538150384789333e-05,0.0003137178136967,positive,solodelicious
@bolraskej,0.8510932326316833,0.0273410081863403,0.1215657815337181,positive,solodelicious
@luvleyfa_128,0.0007141855894587,0.9991157650947572,0.0001701091823633,neutral,solodelicious
Saladnya mantaab.. uakeeeh porsinya,0.0011863043764606,0.0003352272033225,0.9984784722328186,negative,solodelicious
Vegetarian cocok iki😍 #vegan #vegetarian,0.9936655163764954,0.0020662390161305,0.0042683007195591,positive,solodelicious
Gas,0.9003276824951172,0.0024576152209192,0.0972147583961486,positive,solodelicious
@arifiantoanand cedak ro Dewe Ki....Gass meeting Ning kene,0.00111848290544,0.99855238199234,0.0003291072498541,neutral,solodelicious
Ki daerah cerak soba beb,0.936974287033081,0.0447087585926055,0.0183169189840555,positive,solodelicious
doyan rak @ariwijayanti92 ngndi ki,0.0003157440805807,0.9995622038841248,0.0001219771293108,neutral,solodelicious
Enak tenan ...mantebs salad dllnya .nggone koncoku ..pulang kon metik kangkung daun slada hidroponik,0.0157503746449947,0.0004199921095278,0.98382967710495,negative,solodelicious
@fitrinurhani yuhhh😂,0.0063147037290036,0.0010567919816821,0.9926284551620485,negative,solodelicious
@paixzaa,0.9984625577926636,0.0011333040893077,0.0004041733336634,positive,solodelicious
@intan____d,0.0530070289969444,0.9272376894950868,0.0197553727775812,neutral,solodelicious
@ekkyulia 🔥,0.996867835521698,0.0023439433425664,0.0007881899364292,positive,solodelicious
@naymaarifha,0.0029409052804112,0.996738851070404,0.0003202010702807,neutral,solodelicious
@aswuri_taj,0.0394313670694828,0.7099975347518921,0.2505711317062378,neutral,solodelicious
@lusia_richlawynda @marryatty7470 ayo cuzz rene mb,0.0002633949334267,0.9995591044425964,0.0001775264245225,neutral,solodelicious
Ayo bareng 2x ke sana temen2x solo,0.9965950846672058,0.002689340384677,0.0007155972998589,positive,solodelicious
Bukanya mulai jam brp,0.0050383312627673,0.0394468307495117,0.9555148482322692,negative,solodelicious
@mellysabcde yook,0.0648064687848091,0.0055115041323006,0.9296820163726808,negative,solodelicious
Lg usum klithih,0.0501272417604923,0.6187931299209595,0.3310796022415161,neutral,solodelicious
Perlu dicoba pa @eko3anto1984,0.00642766430974,0.9924416542053224,0.0011306962696835,neutral,solodelicious
@putrikusumas 😋,0.00033095330582,0.99949312210083,0.0001759024744387,neutral,solodelicious
@nfajriya gasss 😁,0.4420820474624634,0.5492686033248901,0.0086493827402591,neutral,solodelicious
Spill harga min 😁,0.0078822840005159,0.0004520530637819,0.9916656613349916,negative,solodelicious
@tabithajesssie @inesalexandriaa nyamnyam,0.0063827778212726,0.9930785298347472,0.0005386870470829,neutral,solodelicious
@mey8835,0.0552443116903305,0.9430732131004332,0.0016824806807562,neutral,solodelicious
@yanti4042 mh 😁,0.0680228695273399,0.9266851544380188,0.0052919848822057,neutral,solodelicious
Besok kesana ahhh deket,0.9983524084091188,0.0003535417781677,0.0012940225424245,positive,solodelicious
Yuk pencinta sayur merapat @intansalsa.bi @dindaleoo 😂😂,0.2986415028572082,0.4424639344215393,0.25889453291893,neutral,solodelicious
@pitaruth_,0.0139646455645561,0.981221318244934,0.0048140590079128,neutral,solodelicious
Kayaknya enk kae de' @arini.rinnn,0.9915212392807008,0.0015713905449956,0.0069074193015694,positive,solodelicious
Sayurnya seger bangett❤️,0.9997506737709044,7.368029764620587e-05,0.000175668115844,positive,solodelicious
@serlyara doyan ra kwe,0.7032610774040222,0.1789761036634445,0.117762804031372,positive,solodelicious
@diyahayu91 senenganmuu yohh cerak nanqq,0.2829729318618774,0.4711359739303589,0.2458910644054412,neutral,solodelicious
@donjuanwidagdo,0.0083291204646229,0.9911192059516908,0.0005516511155292,neutral,solodelicious
@gnuqsamaapy adoh ko nggon mu?,0.0611261054873466,0.0519469901919364,0.8869268894195557,negative,solodelicious
cedak rumahq,0.1017057374119758,0.0728179812431335,0.8254762887954712,negative,solodelicious
boleh di coba nii @__n.anisa @wiwien_233,0.0002254593418911,0.999530553817749,0.0002440253156237,neutral,solodelicious
Gara2 diajak anakku makan salad sayur disini nih aku jadi doyan makan salad sayur😂😂😂dan pulangnya dibawain sayur an kangkung organik sekresek😍😍,0.9994180202484132,0.0002050603798124,0.0003769600880332,positive,solodelicious
@mocalatte99,0.0740259140729904,0.0577215403318405,0.8682525157928467,negative,solodelicious
@ni.onni gak pengen kak?😍,0.0005525322631001,0.0001635829394217,0.9992838501930236,negative,solodelicious
Ayo bestie @natalie_mrs.leo,0.001992390025407,0.9955217838287354,0.0024858014658093,neutral,solodelicious
Mau mudik cobain ini terus balik jkt lagi @aurreliia wkwkwkwk,0.3903693556785583,0.3760682046413421,0.2335624247789383,positive,solodelicious
@chesariachesa ngendiii kiii,0.0077561144717037,0.9413880109786988,0.0508558861911296,neutral,solodelicious
Gassndaa bunaa @cacawashere,0.9879087805747986,0.0030710699502378,0.0090202065184712,positive,solodelicious
@fdr_hersatmaja,0.0053926389664411,0.9936703443527222,0.0009369492181576,neutral,solodelicious
Ini ownernya ruamaah puol. Gak pelit ilmu soal taneman2 juga.,0.9431318640708924,0.0012496467679738,0.0556184910237789,positive,solodelicious
Rela.bgt bikin candu,0.0003586717357393,0.0001141234533861,0.9995272159576416,negative,solodelicious
@ariningsih_dewi @cici.solo.1 🤤,0.0005945991142652,0.9982411861419678,0.0011642057215794,neutral,solodelicious
Mba @hyelenbuya99,0.0016680841799825,0.9970703125,0.0012615988962352,neutral,solodelicious
@na_fiah @tripuu_ Rene ngono pie,0.0010386697249487,0.9987218976020812,0.0002394340262981,neutral,solodelicious
Cobain ini @nabilapputriii,0.1378577798604965,0.5544142723083496,0.3077280223369598,neutral,solodelicious
Alamat mana,0.0009250741568394,9.008633787743749e-05,0.9989848732948304,negative,solodelicious
Ngendi iki mol @renyyuly,0.0131347421556711,0.9567113518714904,0.0301538649946451,neutral,solodelicious
Sini yookk @ariii.kurnia,0.0052146296948194,0.978822648525238,0.0159627571702003,neutral,solodelicious
@ran44_dd @trianmalianaa @bundadistaalvaro agendakan,0.000204178126296,0.9996657371520996,0.0001300909643759,neutral,solodelicious
Sayang ga buka siang hari😢,0.0006731009925715,0.0001749520306475,0.9991519451141356,negative,solodelicious
Enak sii pren serius @ariana07022 @latifahrmdni 😍,0.0005252080154605,0.0001861792406998,0.9992885589599608,negative,solodelicious
@aditya.surya.p,0.0004101665690541,0.9993584752082824,0.0002314015728188,neutral,solodelicious
